bigg_id,reaction_name,,subsytem
AM1ALCSitr,AM1ALCSitr,,Drug metabolism
AM1CGLCitr,AM1CGLCitr,,Drug metabolism
CARIBUPGLU_Sitr,CARIBUPGLU Sitr,,Drug metabolism
CRVSM22itr,CRVSM22itr,,Drug metabolism
CSAitr,CSAitr,,Drug metabolism
DEOXFVSitx,DEOXFVSitx,,Drug metabolism
FVSitx,FVSitx,,Drug metabolism
GLC3MEACPitr,GLC3MEACPitr,,Drug metabolism
GLZitr,GLZitr,,Drug metabolism
GTACMPitr,GTACMPitr,,Drug metabolism
IBUP_Ritr,IBUP Ritr,,Drug metabolism
IBUP_Sitr,IBUP Sitr,,Drug metabolism
LSTN1GLUCitr,LSTN1GLUCitr,,Drug metabolism
LSTNM1itr,LSTNM1itr,,Drug metabolism
LSTNM2itr,LSTNM2itr,,Drug metabolism
LSTNM5itr,LSTNM5itr,,Drug metabolism
LSTNM7itr,LSTNM7itr,,Drug metabolism
MDZitr,MDZitr,,Drug metabolism
MDZGLCitr,MDZGLCitr,,Drug metabolism
NDERSVitr,NDERSVitr,,Drug metabolism
NFDOHitr,NFDOHitr,,Drug metabolism
PTVSTM13itr,PTVSTM13itr,,Drug metabolism
PVSGLUCitr,PVSGLUCitr,,Drug metabolism
TACRitr,TACRitr,,Drug metabolism
THSACMPitr,THSACMPitr,,Drug metabolism
TMACMPitr,TMACMPitr,,Drug metabolism
TMDitr,TMDitr,,Drug metabolism
TMDM3itr,TMDM3itr,,Drug metabolism
TSACMGLUCitr,TSACMGLUCitr,,Drug metabolism
3HPVSCOAhc,3HPVSCOAhc,,Drug metabolism
3HPVSTEThc,3HPVSTEThc,,Drug metabolism
1OHMDZitr,1OHMDZitr,,Drug metabolism
25HVITD3tin_m,25-hydroxyvitamin D3 transport in mitochondria,,"Transport, mitochondrial"
4NPHSFte,Xenobiotic transport,,"Transport, extracellular"
CO2tp,CO2 peroxisomal transport,,"Transport, peroxisomal"
COAtg,CoA transport in Golgi via diffusion,,"Transport, golgi apparatus"
EX_4pyrdx_e,4-Pyridoxate exchange,,Extracellular exchange
EX_5adtststeroneglc_e,5alpha-Dihydrotestosterone glucuronide exchange,,Extracellular exchange
EX_5dhf_e,Pentaglutamyl folate (DHF) exchange,,Extracellular exchange
EX_5homeprazole_e,5 hydroxy omeprazole exchange,,Extracellular exchange
24_25VITD2Hm,24R-Vitamin D-25-hydroxylase (D2),,Vitamin D metabolism
10FTHF5GLUtl,"5-glutamyl-10FTHF transport, lysosomal",,"Transport, lysosomal"
10FTHF5GLUtm,"5-glutamyl-10FTHF transport, mitochondrial",,"Transport, mitochondrial"
10FTHF6GLUtl,"6-glutamyl-10FTHF transport, lysosomal",,"Transport, lysosomal"
10FTHF6GLUtm,"6-glutamyl-10FTHF transport, mitochondrial",,"Transport, mitochondrial"
10FTHF7GLUtm,"7-glutamyl-10FTHF transport, mitochondrial",,"Transport, mitochondrial"
10FTHFtl,10-Formyltetrahydrofolate lysosomal transport via diffusion,,"Transport, lysosomal"
11DOCRTSLtm,11-deoxycortisol intracellular transport,,"Transport, mitochondrial"
11DOCRTSTRNtm,11-deoxycorticosterone intracellular transport,,"Transport, mitochondrial"
11DOCRTSTRNtr,11-deoxycorticosterone intracellular transport,,"Transport, endoplasmic reticular"
1a_24_25VITD2Hm,"1-alpha-Vitamin D-24,25-hydroxylase (D2)",,Vitamin D metabolism
1a_25VITD2Hm,"1-alpha,24R,25-Vitamin D-hydroxylase (D2)",,Vitamin D metabolism
1MNCAMti,N1-Methylnicotinamide transport,,"Transport, extracellular"
1PPDCRp,"Delta1-piperideine-2-carboxylate reductase, perixosomal",,Lysine metabolism
25VITD3Hm,1-alpha-Vitamin D-25-hydroxylase (D3),,Vitamin D metabolism
2DR1PP,2-deoxy-D-ribose 1-phosphate phosphorylase,,Pyrimidine catabolism
2HBO,2 HydroxybutyrateNAD oxidoreductase,,Propanoate metabolism
2HBt2,2 hydroxybutyrate cotransport with proton,,"Transport, extracellular"
2HCO3_NAt,Bicarbonate transport (Na/HCO3 1:2 cotransport),,"Transport, extracellular"
34DHOXPEGOX,"3,4-Dihydroxyphenylethyleneglycol NAD+ oxidoreductase",,Tyrosine metabolism
34DHOXPEGt,"3,4-Dihydroxyphenylethyleneglycol transport (diffusion)",,"Transport, extracellular"
34DHPHAMT,"3,4-Dihydroxyphenylacetate:amet O-methyltransferase",,Tyrosine metabolism
34DHALDD,Aldehyde dehydrogenase  3 4 dihydroxyphenylacetaldehyde  NAD ,,Tyrosine metabolism
34DHPLACOX_NADP,34DHPLACOX LPAREN NADP RPAREN ,,Tyrosine metabolism
34DHXMANDACOX_NADP,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase",,Tyrosine metabolism
34HPPOR,4 Hydroxyphenylpyruvateoxygen oxidoreductase,,Tyrosine metabolism
35CGMPtn,35cGMP nuclear transport,,"Transport, nuclear"
3AIBTm,"L-3-aminoisobutyrate transaminase, mitochondrial",,"Valine, leucine, and isoleucine metabolism"
3DPHBH1,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADH),,Ubiquinone synthesis
3DPHBH2,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADPH),,Ubiquinone synthesis
3DSPHR,3 Dehydrosphinganine reductase,,Sphingolipid metabolism
3HBCDm,"3-hydroxybutyryl-CoA dehydratase, mitochondrial",,Butanoate metabolism
3HBCOAHLm,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",,"Valine, leucine, and isoleucine metabolism"
3HKYNAKGAT,3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase,,Tryptophan metabolism
3HLYTCL,3-Hydroxy-L-tyrosine carboxy-lyase,,Tyrosine metabolism
3M4HDXPAC,3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase,,Tyrosine metabolism
3MLDAt,3MLDA extracellular transport via diffusion,,"Transport, extracellular"
3MOX4HOXPGALDOX,3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase,,Tyrosine metabolism
3MOX4HOXPGALDOX_NADP,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase,,Tyrosine metabolism
3SALAASPm,Cysteinesulfinate-aspartate mitochondrial shuttle,,"Transport, mitochondrial"
3SALACBOXL_cho,3-Sulfino-L-alanine carboxy-lyase,,Taurine and hypotaurine metabolism
3SALATAi,3-sulfino-alanine transaminase (irreversible),,Methionine and cysteine metabolism
3SALATAim,"3-sulfino-alanine transaminase (irreversible), mitochondrial",,Methionine and cysteine metabolism
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),,Methionine and cysteine metabolism
3SPYRSPm,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial",,Methionine and cysteine metabolism
41R1H2MAE12BOOX,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",,Tyrosine metabolism
41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",,Tyrosine metabolism
4ABUTtm,4 aminobutanoate mitochondrial transport via diffusion,,"Transport, mitochondrial"
4HGLSDm,L 4 hydroxyglutamate semialdehyde dehydrogenase  mitochondrial,,Arginine and proline metabolism
4MPTNLtm,4-methylpentanal transport (mitochondria),,"Transport, mitochondrial"
4MTOLBUTAMIDEte,Xenobiotic transport,,"Transport, extracellular"
4NPHte,Xenobiotic transport,,"Transport, extracellular"
5ADTSTSTERONEGLCte,Glucuronidated compound transport,,"Transport, extracellular"
5ADTSTSTERONESte,Sulfonated testosterone transport,,"Transport, extracellular"
5ADTSTSTERONEtr,5 alpha dihydrotesterone intracellular transport,,"Transport, endoplasmic reticular"
5AOPtm,5 Aminolevulinate mitochondrial transport,,Heme synthesis
5DHFtl,"5-glutamyl-DHF transport, lysosomal",,"Transport, lysosomal"
5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,,Tryptophan metabolism
5HOMEPRAZOLEte,Xenobiotic transport,,"Transport, extracellular"
5HOXINDACTO2OX,5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase,,Tryptophan metabolism
5HTRPVESSEC_1,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),,"Transport, extracellular"
5MTHFt,5-Methyltetrahydrofolate transport via receptor binding and protolysis,,"Transport, extracellular"
5MTHFt2_1,5-Methyltetrahydrofolate Transport via Anion Exchange,,"Transport, extracellular"
6DHFtl,"6-glutamyl-DHF transport, lysosomal",,"Transport, lysosomal"
6DHFtm,"6-glutamyl-DHF transport,m mitochondrial",,"Transport, mitochondrial"
6HTSTSTERONEte,Hydroxylated testosterone transport,,"Transport, extracellular"
6HTSTSTERONEtr,Hydroxylated testosterone transport,,"Transport, endoplasmic reticular"
6THFtl,"6-glutamyl-THF transport, lysosomal",,"Transport, lysosomal"
6THFtm,"6-glutamyl-THF transport,m mitochondrial",,"Transport, mitochondrial"
7DHFtl,"7-glutamyl-DHF transport, lysosomal",,"Transport, lysosomal"
7THFtl,"7-glutamyl-THF transport, lysosomal",,"Transport, lysosomal"
7THFtm,"7-glutamyl-THF transport,m mitochondrial",,"Transport, mitochondrial"
A_MANASEly,"Alpha-mannosidase, lysosomal",,N-glycan degradation
A4GNT1g,"Alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",,O-glycan metabolism
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),,"Glycine, serine, alanine, and threonine metabolism"
AASAD3m,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial",,Lysine metabolism
AATA,2 aminoadipate transaminase,,Lysine metabolism
ABO2g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,Blood group synthesis
ABO3g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,Blood group synthesis
ABO8g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,Blood group synthesis
ABTD,L-arabinitol 4-dehydrogenase,,Pentose phosphate pathway
ABUTt4_2_r,ABUTt4 LPAREN 2 RPAREN r,,"Transport, extracellular"
ACACT1m,Acetyl CoA C acetyltransferase  mitochondrial,,Tryptophan metabolism
ACACT1x,Acetyl-CoA:acetyl-CoA C-acetyltransferase,,Cholesterol metabolism
ACACt2m,Acetoacetate mitochondrial transport via H+ symport,,"Transport, mitochondrial"
ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,,Fatty acid oxidation
ACACT6p,Acetyl CoA C acetyltransferase  dodecanoyl   peroxisomal,,Fatty acid oxidation
ACACT7p,Acetyl CoA acyltransferase  tetradecanoyl CoA   peroxisomal,,Fatty acid oxidation
ACACtx,"Acetoacetate transport via diffusion, glyoxysome",,"Transport, peroxisomal"
ACALDtm,Acetaldehyde mitochondrial diffusion,,"Transport, mitochondrial"
ACCOACrm,Acetyl Coa carboxylase  mitochondrial,,Fatty acid oxidation
ACCOAgt,Acetyl-coa transport,,"Transport, extracellular"
ACCOAtn,Acetyl CoA transport  nuclear,,"Transport, nuclear"
ACETONEt2m,Acetone mitochondrial transport via proton symport,,"Transport, mitochondrial"
ACGAGBSIDEtg,Acgagbside hs intracellular transport,,"Transport, golgi apparatus"
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
ACGALK,N-acetylgalactosamine kinase,,Aminosugar metabolism
ACGALK2,N-acetylgalactosamine kinase (ITP),,Aminosugar metabolism
ACGALtly,N-acetyl-galactosamine lysosomal efflux,,"Transport, lysosomal"
ACGAM6PS,N acetylglucosamine 6 phosphate synthase,,Aminosugar metabolism
ACGBGBSIDEtg,Acgbgbside hs intracellular transport,,"Transport, golgi apparatus"
ACGPID,N-acetylglucosaminylphosphatidylinositol deacetylase,,Phosphatidylinositol phosphate metabolism
ACGSm,N acteylglutamate synthase  mitochondrial,,Urea cycle
ACHEe,Acetylcholinesterase,,Glycerophospholipid metabolism
ACITL,ATP-Citrate lyase,,Citric acid cycle
ACN13ACNGALGBSIDEte,ACN13ACNGALGBSIDEte,,"Transport, extracellular"
ACN23ACNGALGBSIDEte,ACN23ACNGALGBSIDEte,,"Transport, extracellular"
ACN23ACNGALGBSIDEtg,Acn23acngalgbside intracellular transport,,"Transport, golgi apparatus"
ACNACNGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,,"Transport, extracellular"
ACNACNGALGBSIDEte,ACNACNGALGBSIDEte,,"Transport, extracellular"
ACNAM9PL,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),,Aminosugar metabolism
ACNAM9PL2,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),,Aminosugar metabolism
ACNAMPH,N-Acetylneuraminate 9-phosphate phosphohydrolase,,Aminosugar metabolism
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,,"Transport, golgi apparatus"
ACOAD1fm,"Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial",,Butanoate metabolism
ACOAH,Acetyl-CoA hydrolase,,Pyruvate metabolism
ACOX22x,"Acyl-Coenzyme A oxidase 2, branched chain",,Bile acid synthesis
ACOX2x,"Acyl-Coenzyme A oxidase 2, branched chain",,Bile acid synthesis
ACRNtm,O acetylcarnintine transport into mitochondria via diffusion,,"Transport, mitochondrial"
ACSm,Acetyl CoA synthetase,,Glycolysis/gluconeogenesis
ACt2m,Acetate mitochondrial transport via proton symport,,"Transport, mitochondrial"
ACtg,"Acetate transport, Golgi apparatus",,"Transport, golgi apparatus"
ACTLMO,Acetol monooxygenase,,Pyruvate metabolism
ACTNMO,Acetone monooxygenase,,Pyruvate metabolism
ADA,Adenosine deaminase,,Purine catabolism
ADAe,"Adenosine deaminase, extracellular",,Purine catabolism
ADCim,"Acetoacetate decarboxylation (irreversible), mitochondrial",,Propanoate metabolism
ADK1m,Adenylate kinase  mitochondrial,,Nucleotide interconversion
ADNCYC,Adenylate cyclase,,Nucleotide interconversion
ADNK1m,"Adenosine kinase, mitochondria",,Nucleotide interconversion
ADNt,Adenosine facilated transport in cytosol,,"Transport, extracellular"
ADPtx,"ADP transporter, peroxisomal",,"Transport, peroxisomal"
ADRNCPT1,Carnitine O-palmitoyltransferase,,Fatty acid oxidation
ADRNCPT2,Carnitine transferase,,Fatty acid oxidation
ADRNLPVESSEC_1,Adrenaline Secretion via Secretory Vesicle (ATP Driven),,"Transport, extracellular"
ADRNt,Fatty acid transport via diffusion,,"Transport, extracellular"
ADSK,Adenylyl-sulfate kinase,,Nucleotide interconversion
ADSL1r,Adenylsuccinate lyase,,Nucleotide interconversion
AFLATOXINte,Xenobiotic transport,,"Transport, extracellular"
AG13T17g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",,Keratan sulfate synthesis
AG13T1g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",,Keratan sulfate synthesis
AG13T3g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",,Keratan sulfate synthesis
AGPAT1_1,1-Acylglycerol-3-Phosphate O-Acyltransferase 1,,Triacylglycerol synthesis
AGTix,"Alanine---glyoxylate aminotransferase, glyoxysome",,Alanine and aspartate metabolism
AHANDROSTANGLCtr,Glucuronidated compound transport,,"Transport, endoplasmic reticular"
AHCYStr,S-Adenosyl-L-homocysteine intracellular diffusion,,"Transport, endoplasmic reticular"
AHEXASEly,"Beta-N-acetylhexosaminidase, lysosomal",,N-glycan degradation
AKGDm,2-oxoglutarate dehydrogenase,,Citric acid cycle
AKGtp,AKG transporter  peroxisome,,"Transport, peroxisomal"
AKR1C1,"Aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",,Steroid metabolism
AKR1C42,"Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",,Bile acid synthesis
AKR1D2,"Aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",,Bile acid synthesis
ALAASNNaEx,L-alanine/L-asparagine Na-dependent exchange (Ala-L in),,"Transport, extracellular"
ALACYSNaEx,L-alanine/L-cysteine Na-dependent exchange (Ala-L in),,"Transport, extracellular"
ALADGLNexR,L-alanine/glutamine reversible exchange,,"Transport, extracellular"
ALADGLYexR,D-alanine/glycine reversible exchange,,"Transport, extracellular"
ALAGLNexR,L-alanine/glutamine reversible exchange,,"Transport, extracellular"
ALAGLNNaEx,L-alanine/L-glutamine Na-dependent exchange (Ala-L in),,"Transport, extracellular"
ALAt4,Alanine-Sodium symporter,,"Transport, extracellular"
ALATA_L,L-alanine transaminase,,Glutamate metabolism
ALAtN1,"Alanine transport (Na, H coupled)",,"Transport, extracellular"
LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",,Pyruvate metabolism
ALCD22_L,Alcohol dehydrogenase (L-lactaldehyde),,Pyruvate metabolism
ALCD2x,Alcohol dehydrogenase (ethanol),,Glycolysis/gluconeogenesis
ALDD20x,"Aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",,Tryptophan metabolism
ALDD21,"Aldehyde dehydrogenase (pristanal, NAD)",,Fatty acid oxidation
ALOX12,Arachidonate 12-lipoxygenase,,Eicosanoid metabolism
ALOX5,Arachidonate 5-lipoxygenase,,Eicosanoid metabolism
ALOX52,Arachidonate 5-lipoxygenase,,Eicosanoid metabolism
AMCOXO,2-aminomuconate reductase,,Tryptophan metabolism
AMPTASECGe,Alanyl aminopeptidase (cys-gly) (e),,Glutathione metabolism
AMPtp,"AMP transporter, peroxisome",,"Transport, peroxisomal"
AMY1e,"Alpha-amylase, extracellular (strch1 -> strch2)",,Starch and sucrose metabolism
ANDRSTRNte,Androsterone transport,,"Transport, extracellular"
AOBUTDsm,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous)",,"Glycine, serine, alanine, and threonine metabolism"
APAT2rm,3-Aminopropanoate:2-oxoglutarate aminotransferase (m),,Beta-Alanine metabolism
APNNOXte,Xenobiotic transport,,"Transport, extracellular"
APOCF,Apocarboxylase formation,,Biotin metabolism
APOC_LYS_BTNPm,"Proteolysis of apoC-Lys-btn, mitochondrial",,Biotin metabolism
APPNNte,Xenobiotic transport,,"Transport, extracellular"
AQCOBALt,Aquacob(III)alamin uptake,,"Transport, extracellular"
ARACHCOAtx,Fatty acid intracellular transport,,"Transport, peroxisomal"
ARACHCPT1,Carnitine transferase,,Fatty acid oxidation
ARACHCPT2,Carnitine transferase,,Fatty acid oxidation
ARACHCRNt,Transport into the mitochondria (carnitine),,Fatty acid oxidation
ARACHDtr,Intracellular transport,,"Transport, endoplasmic reticular"
ARGNm,Arginase (m),,Urea cycle
ARGtm,Arginine mitochondrial transport via ornithine carrier,,"Transport, mitochondrial"
ARSA,Arylsulfatase A,,Sphingolipid metabolism
ARTCOAL1_cho,R group coenzyme a ligase,,R group synthesis
ARTCOAL2_cho,R group coenzyme a ligase,,R group synthesis
R_group_phosphotase_1,R group phosphotase 1,,Miscellaneous
ARTFR208,R group artificial flux,,R group synthesis
ARTPLM3,R group to palmitate conversion,,R group synthesis
ARTPLM3m,R group to palmitate conversion,,R group synthesis
ASAH1,N-acylsphingosine amidohydrolase,,Sphingolipid metabolism
ASCBt4,L-ascorbate transport via proton symport,,"Transport, extracellular"
ASNALANaEx,L-alanine/L-asparagine Na-dependent exchange (Asn-L in),,"Transport, extracellular"
ASNSERNaEx,L-serine/L-asparagine Na-dependent exchange (Asn-L in),,"Transport, extracellular"
ASNTHRNaEx,L-threonine/L-asparagine Na-dependent exchange (Asn-L in),,"Transport, extracellular"
ASNtm,"L-asparagine transport, mitochondrial",,"Transport, mitochondrial"
ASNtN1,"Asparagine transport (Na, H coupled)",,"Transport, extracellular"
ASPCT,Aspartate carbamoyltransferase,,Pyrimidine synthesis
ASPDt6,"D-aspartate transport via Na, H symport and K antiport",,"Transport, extracellular"
ATP2ter,"AMP/ATP transporter, endoplasmic reticulum",,"Transport, endoplasmic reticular"
BILGLCURt,Bilirubin monoglucuronide transport via bicarbonate countertransport,,"Transport, extracellular"
BILGLCURtr,Glucuronidated compound transport,,"Transport, endoplasmic reticular"
ATPH1e,ATP diphosphohydrolase,,Nucleotide interconversion
ATPH2e,ATP diphosphohydrolase,,Nucleotide interconversion
ATPtm,"ADP/ATP transporter, mitochondrial",,"Transport, mitochondrial"
B_MANNASEly,"Beta-mannosidase, lysosomal",,N-glycan degradation
B3GALT41g,"Beta-1,3-galactosyltransferase 4",,Sphingolipid metabolism
B3GALT43g,"Beta-1,3-galactosyltransferase 4",,Sphingolipid metabolism
B3GALT44g,"Beta-1,3-galactosyltransferase 4",,Sphingolipid metabolism
B3GALT5g,"Beta-1,3-galactosyltransferase 5",,Sphingolipid metabolism
