metabolite_id,metabolite_name,metabolite_no_compartment,compartment
gltdechol_e,Beta glucan-taurodeoxycholic acid complex,gltdechol,e
aicar_e,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,aicar,e
3hexdtricoa_m,"3,7,10-Hexadecatrienoyl Coenzyme A",3hexdtricoa,m
anth_e,Anthranilate,anth,e
carn_e,L-Carnosine,carn,e
3hexdtricoa_x,"3,7,10-Hexadecatrienoyl Coenzyme A",3hexdtricoa,x
glygly_c,Glycylglycine C4H8N2O3,glygly,c
cbasp_e,N-Carbamoyl-L-aspartate,cbasp,e
2hexdtetcoa_m,"2,7,10,13-Hexadecatetraenoyl Coenzyme A",2hexdtetcoa,m
mal__L_e,L-Malate,mal,e
glygly_e,Glycylglycine C4H8N2O3,glygly,e
2hexdtetcoa_x,"2,7,10,13-Hexadecatetraenoyl Coenzyme A",2hexdtetcoa,x
glyphe_e,Glycylphenylalanine,glyphe,e
idour_e,L-Iduronate,idour,e
4hexdtetcoa_m,"4,7,10,13-Hexadecatetraenoyl Coenzyme A",4hexdtetcoa,m
5hoxindoa_e,5-Hydroxyindoleacetate,5hoxindoa,e
glyphe_c,Glycylphenylalanine,glyphe,c
hexdpencoa_m,"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",hexdpencoa,m
glypro_e,Glycylproline,glypro,e
glyald_e,D-Glyceraldehyde,glyald,e
pep_e,Phosphoenolpyruvate,pep,e
glypro_c,Glycylproline,glypro,c
4hexdtetcoa_x,"4,7,10,13-Hexadecatetraenoyl Coenzyme A",4hexdtetcoa,x
glysar_c,Glycylsarcosine,glysar,c
gudac_e,Guanidinoacetate,gudac,e
hexdpencoa_x,"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",hexdpencoa,x
Lkynr_e,L Kynurenine C10H12N2O3,Lkynr,e
glysar_e,Glycylsarcosine,glysar,e
3hexdtetcoa_m,"3,7,10,13-Hexadecatetraenoyl Coenzyme A",3hexdtetcoa,m
dchac_e,Deoxycholate,dchac,e
cala_e,N-Carbamoyl-beta-alanine,cala,e
gum_e,Gums,gum,e
3hexdtetcoa_x,"3,7,10,13-Hexadecatetraenoyl Coenzyme A",3hexdtetcoa,x
gumdchac_e,Guar gum-deoxyxholic acid complex,gumdchac,e
crtn_e,Creatinine,crtn,e
3mhis_c,3-Methylhistidine,3mhis,c
kynate_e,4-Hydroxy-2-quinolinecarboxylic acid,kynate,e
3hanthrn_e,3 Hydroxyanthranilate C7H7NO3,3hanthrn,e
hLkynr_e,3 Hydroxy L kynurenine C10H12N2O4,hLkynr,e
gumgchol_e,Guar gum-glycocholate complex,gumgchol,e
gumtchol_e,Guar gum-taurocholic acid complex,gumtchol,e
5HPET_r,"5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate",5HPET,r
quln_e,Quinolinate,quln,e
hmcr_c,Homocitrulline,hmcr,c
2pg_e,D-Glycerate 2-phosphate,2pg,e
leugly_e,Leucylglycine,leugly,e
leugly_c,Leucylglycine,leugly,c
phacgly_c,Phenylacetylglycine,phacgly,c
leuleu_c,Leucylleucine,leuleu,c
cholp_e,Choline phosphate C5H13NO4P,cholp,e
pcholmyr_hs_e,1-Myristoylglycerophosphocholine,pcholmyr,e
cyst__L_e,L-Cystathionine,cyst,e
leuleu_e,Leucylleucine,leuleu,e
cyst__L_c,L-Cystathionine,cyst,c
pcholole_hs_e,1-Oleoylglycerophosphocholine (Delta 9),pcholole,e
dcmp_e,DCMP C9H12N3O7P,dcmp,e
pect_e,Pectins,pect,e
peole_hs_e,1-Oleoylglycerophosphoethanolamine (Delta 9),peole,e
pectindchac_e,Pectin-deoxycholic acid complex,pectindchac,e
pectingchol_e,Pectin-glycocholate complex,pectingchol,e
dmgly_e,"N,N-Dimethylglycine",dmgly,e
pcholpalme_hs_e,1-Palmitoleoylglycerophosphocholine (Delta 9),pcholpalme,e
ethamp_e,Ethanolamine phosphate C2H7NO4P,ethamp,e
fum_e,Fumarate,fum,e
g3pc_e,Sn-Glycero-3-phosphocholine,g3pc,e
pectintchol_e,Pectin-taurocholic acid complex,pectintchol,e
progly_e,L-Prolinylglycine,progly,e
pcholpalm_hs_e,1-Palmitoylglycerophosphocholine,pcholpalm,e
icit_e,Isocitrate,icit,e
L2aadp_e,L 2 Aminoadipate C6H10NO4,L2aadp,e
pepalm_hs_e,1-Palmitoylglycerophosphoethanolamine,pepalm,e
xan_e,Xanthine,xan,e
pail_hs_e,Phosphatidylinositol (homo sapiens),pail,e
xmp_e,Xanthosine 5-phosphate,xmp,e
pailpalm_hs_e,1-Palmitoylglycerophosphoinositol,pailpalm,e
xtsn_e,Xanthosine,xtsn,e
pcholste_hs_c,1-Stearoylglycerophosphocholine,pcholste,c
pcholste_hs_e,1-Stearoylglycerophosphocholine,pcholste,e
pchol2linl_hs_c,2-Linoleoylglycerophosphocholine,pchol2linl,c
pe2linl_hs_c,2-Linoleoylglycerophosphoethanolamine,pe2linl,c
3pg_e,3-Phospho-D-glycerate,3pg,e
udpglcur_e,UDP-D-glucuronate,udpglcur,e
peste_hs_e,1-Stearoylglycerophosphoethanolamine,peste,e
glyc3p_e,Glycerol 3-phosphate,glyc3p,e
pchol2ole_hs_c,2-Oleoylglycerophosphocholine,pchol2ole,c
pailste_hs_e,1-Stearoylglycerophosphoinositol,pailste,e
pchol2palm_hs_c,2-Palmitoylglycerophosphocholine,pchol2palm,c
nicrnt_e,Nicotinate D-ribonucleotide,nicrnt,e
pchol2linl_hs_e,2-Linoleoylglycerophosphocholine,pchol2linl,e
orot5p_e,Orotidine 5-phosphate,orot5p,e
hcys__L_e,L-Homocysteine,hcys,e
pchol2ste_hs_c,2-Stearoylglycerophosphocholine,pchol2ste,c
pcholn15_hs_c,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",pcholn15,c
pe2linl_hs_e,2-Linoleoylglycerophosphoethanolamine,pe2linl,e
pcholar_hs_c,1-Arachidonoyl-Glycero-3-Phosphocholine,pcholar,c
retinal_e,All-trans-Retinal,retinal,e
pchol2ole_hs_e,2-Oleoylglycerophosphocholine,pchol2ole,e
argsuc_e,N(omega)-(L-Arginino)succinate,argsuc,e
pcholn183_hs_c,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",pcholn183,c
acrn_e,O Acetylcarnitine C9H17NO4,acrn,e
pchol2palm_hs_e,2-Palmitoylglycerophosphocholine,pchol2palm,e
pcrn_e,Propionyl-carnitine,pcrn,e
pcholn1836_hs_c,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",pcholn1836,c
pcholn19_hs_c,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",pcholn19,c
pchol2ste_hs_e,2-Stearoylglycerophosphocholine,pchol2ste,e
pcholn201_hs_c,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",pcholn201,c
lneldccrn_e,Linoelaidyl carnitine,lneldccrn,e
xolest183_hs_e,"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",xolest183,e
odecrn_e,Octadecenoyl carnitine,odecrn,e
xolest181_hs_e,"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",xolest181,e
stcrn_e,Stearoylcarnitine,stcrn,e
pcholn204_hs_c,"1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",pcholn204,c
xolest205_hs_e,"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",xolest205,e
pcholn205_hs_c,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",pcholn205,c
pmtcrn_e,L-Palmitoylcarnitine,pmtcrn,e
xolest204_hs_e,"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)",xolest204,e
hdcecrn_e,Hexadecenoyl carnitine,hdcecrn,e
pcreat_e,Phosphocreatine,pcreat,e
pcholn224_hs_c,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",pcholn224,c
pcholn225_hs_c,"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",pcholn225,c
xolest226_hs_e,"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",xolest226,e
pcholn2254_hs_c,"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",pcholn2254,c
HC00342_e,"Cis-aconitate(3-); (1Z)-prop-1-ene-1,2,3-tricarboxylat",HC00342,e
pcholn15_hs_e,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",pcholn15,e
bgly_e,N-Benzoylglycine,bgly,e
pcholn226_hs_c,"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",pcholn226,c
pcholar_hs_e,1-Arachidonoyl-Glycero-3-Phosphocholine,pcholar,e
pear_hs_c,1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,pear,c
15kprostgf2_c,15-Keto-Prostaglandin F2A,15kprostgf2,c
pe203_hs_c,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",pe203,c
pcholn183_hs_e,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",pcholn183,e
pe226_hs_c,"1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",pe226,c
adpoh_c,2-Hydroxyadipic Acid,adpoh,c
phlac_c,Phenyllactate,phlac,c
pcholn1836_hs_e,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",pcholn1836,e
and19one_c,"19-Hydroxyandrost-4-Ene-3,17-Dione",and19one,c
pe224_hs_c,"1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",pe224,c
pcholn19_hs_e,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",pcholn19,e
pedh203_hs_c,"1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",pedh203,c
pe12_hs_c,1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),pe12,c
ttdceacoa_c,Tetradecenoyl Coenzyme A (N-C14:1),ttdceacoa,c
21hprgnlone_c,21-Hydroxypregnenolone,21hprgnlone,c
pe14_hs_c,1-Myristoylglycerophosphoethanolamine (C14:0 Pe),pe14,c
pcholn201_hs_e,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",pcholn201,e
pe161_hs_c,"1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",pe161,c
pe13_hs_c,1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),pe13,c
pcholn204_hs_e,"1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",pcholn204,e
pe15_hs_c,1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),pe15,c
amet_e,S-Adenosyl-L-methionine,amet,e
pcholn205_hs_e,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",pcholn205,e
and19one_e,"19-Hydroxyandrost-4-Ene-3,17-Dione",and19one,e
pe17_hs_c,1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),pe17,c
pcholn224_hs_e,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",pcholn224,e
pcholn203_hs_c,"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",pcholn203,c
pailar_hs_c,1-Arachidonoylglycerophosphoinositol,pailar,c
pa_hs_e,Phosphatidic acid (homo sapiens),pa,e
pcholn225_hs_e,"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",pcholn225,e
aracheth_e,O-Arachidonoyl Ethanolamine,aracheth,e
pcholn24_hs_c,"1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",pcholn24,c
pcholn2254_hs_e,"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",pcholn2254,e
pcholn261_hs_c,Lysopc A C26:1 (Delta 5),pcholn261,c
biliverd_e,Biliverdin cytosol,biliverd,e
pcholn226_hs_e,"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",pcholn226,e
C02356_e,(S)-2-Aminobutanoate,C02356,e
C02712_e,N-Acetylmethionine,C02712,e
pcholn281_hs_c,Lysopc A C28:1 (Delta 5),pcholn281,c
pcholn28_hs_c,Lysopc A C28:0,pcholn28,c
pear_hs_e,1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,pear,e
pcholdoc_hs_c,1-Docosahexaenoylglycerophosphocholine,pcholdoc,c
C04717_e,13(S)-HPODE(1-),C04717,e
pe203_hs_e,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",pe203,e
C04805_e,5(S)-HETE,C04805,e
pcholeic_hs_c,"1-Eicosadienoylglycerophosphocholine (Delta 11,14)",pcholeic,c
pe226_hs_e,"1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",pe226,e
pcholet_hs_c,"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",pcholet,c
C05957_e,Prostaglandin J2,C05957,e
pe224_hs_e,"1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",pe224,e
C06314_e,Lipoxin A4(1-),C06314,e
pcholhep_hs_c,1-Heptadecanoylglycerophosphocholine,pcholhep,c
pchollinl_hs_c,"1-Linoleoylglycerophosphocholine (Delta 9,12)",pchollinl,c
C06315_e,Lipoxin B4(1-),C06315,e
pedh203_hs_e,"1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",pedh203,e
C11695_e,Anandamide,C11695,e
pelinl_hs_c,"1-Linoleoylglycerophosphoethanolamine (Delta 9,12)",pelinl,c
pe12_hs_e,1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),pe12,e
eidi1114ac_c,"Cis,Cis-11,14-Eicosadienoic Acid",eidi1114ac,c
C14768_e,"5,6-EET",C14768,e
pe14_hs_e,1-Myristoylglycerophosphoethanolamine (C14:0 Pe),pe14,e
C14769_e,"8,9-EET",C14769,e
hxa_c,Hexanoate (n-C6:0),hxa,c
tetdeca511ac_c,"Cia-5,8, Tetradecadienoic Acid",tetdeca511ac,c
C14770_e,"11,12-EET",C14770,e
pe161_hs_e,"1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",pe161,e
C14771_e,"14,15-EET",C14771,e
glyc2p_c,Glycerol 2-phosphate,glyc2p,c
pe13_hs_e,1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),pe13,e
aclys_c,Acetyl-L-Lysine,aclys,c
C14825_e,9(10)-EpOME,C14825,e
pe15_hs_e,1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),pe15,e
C14826_e,12(13)-EpOME,C14826,e
hmcarn_c,Homocarnosine,hmcarn,c
pe17_hs_e,1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),pe17,e
4mtob_c,4-Methyl-Thio-Oxo-Butyrate,4mtob,c
CE0955_c,6-oxo-prostaglandin F1alpha,CE0955,c
CE0955_e,6-oxo-prostaglandin F1alpha,CE0955,e
pcholn203_hs_e,"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",pcholn203,e
CE1243_e,12S-HHT,CE1243,e
3mtp_c,3 Methylthiopropionate C4H7O2S,3mtp,c
pailar_hs_e,1-Arachidonoylglycerophosphoinositol,pailar,e
CE1273_e,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol",CE1273,e
pcholn24_hs_e,"1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",pcholn24,e
CE1297_e,"8-dehydrocholesterol; 3beta-Cholesta-5,8-dien-3-ol",CE1297,e
pcholn261_hs_e,Lysopc A C26:1 (Delta 5),pcholn261,e
CE1556_e,N-acetyl-L-asparagine,CE1556,e
3mtp_e,3 Methylthiopropionate C4H7O2S,3mtp,e
elaidcrn_e,Elaidic carnitine,elaidcrn,e
pcholn281_hs_e,Lysopc A C28:1 (Delta 5),pcholn281,e
lnlccrn_e,Linoleyl carnitine,lnlccrn,e
CE2028_e,Beta-hydroxy-beta-methylbutyrate,CE2028,e
CE2176_e,3-O-methyldopa,CE2176,e
pcholn28_hs_e,Lysopc A C28:0,pcholn28,e
phlac_e,Phenyllactate,phlac,e
CE2445_e,6-trans-leukotriene B4,CE2445,e
pcholdoc_hs_e,1-Docosahexaenoylglycerophosphocholine,pcholdoc,e
CE2510_e,11-cis-eicosenoate,CE2510,e
CE2537_e,"15-hydroxy-(8Z,11Z,13E)-eicosatrienoate",CE2537,e
15HPET_e,15-Hydroperoxyeicosatetraenoic acid,15HPET,e
15kprostgf2_e,15-Keto-Prostaglandin F2A,15kprostgf2,e
21hprgnlone_e,21-Hydroxypregnenolone,21hprgnlone,e
pcholeic_hs_e,"1-Eicosadienoylglycerophosphocholine (Delta 11,14)",pcholeic,e
2oxoadp_e,2 Oxoadipate C6H6O5,2oxoadp,e
eidi1114ac_e,"Cis,Cis-11,14-Eicosadienoic Acid",eidi1114ac,e
CE5304_e,15-deoxy-PGD2,CE5304,e
34hpl_c,3  4 Hydroxyphenyl lactate C9H9O4,34hpl,c
pcholet_hs_e,"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",pcholet,e
34hpl_e,3  4 Hydroxyphenyl lactate C9H9O4,34hpl,e
CE6031_e,Androsterone Sulfate,CE6031,e
pcholhep_hs_e,1-Heptadecanoylglycerophosphocholine,pcholhep,e
CE6247_e,"5,12,20-TriHETE",CE6247,e
3hmp_c,3-Hydroxy-2-methylpropanoate,3hmp,c
pchollinl_hs_e,"1-Linoleoylglycerophosphocholine (Delta 9,12)",pchollinl,e
3hmp_e,3-Hydroxy-2-methylpropanoate,3hmp,e
CE7082_e,15(S)-HEPE,CE7082,e
pelinl_hs_e,"1-Linoleoylglycerophosphoethanolamine (Delta 9,12)",pelinl,e
CE7083_e,Leukotriene B5,CE7083,e
3hpppnohgluc_c,3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide,3hpppnohgluc,c
sphmyln18114_hs_c,"Sm (D18:1/14:0), Sphingomyelin",sphmyln18114,c
3hpppnohgluc_e,3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide,3hpppnohgluc,e
CE7172_e,"14,15-DiHETE",CE7172,e
sphmyln18121_hs_c,"Sm (D18:1/21:0), Sphingomyelin",sphmyln18121,c
cortsn_c,Cortsn r,cortsn,c
cortsn_e,Cortsn r,cortsn,e
3hpppn_c,3-(3-hydroxy-phenyl)propionate,3hpppn,c
3hpppnoh_c,3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative,3hpppnoh,c
sphmyln181221_hs_c,"Sm (D18:1/22:1), Sphingomyelin",sphmyln181221,c
3hpp_e,3-Hydroxypropanoate,3hpp,e
didecaeth_e,"C12:0-Ethanolamide, Didecanoyl Ethanolamide",didecaeth,e
sphmyln18122_hs_c,"Sm (D18:1/22:0), Sphingomyelin",sphmyln18122,c
diholineth_e,Dihomo-Gamma-Linolenoyl Ethanolamide,diholineth,e
3mhis_e,3-Methylhistidine,3mhis,e
sphmyln18123_hs_c,"Sm (D18:1/23:0), Sphingomyelin",sphmyln18123,c
3moxtyr_e,3-Methoxytyramine,3moxtyr,e
docohxeth_e,Docosahexaenoyl Ethanolamide,docohxeth,e
sphmyln180241_hs_c,"Sm (D18:0/24:1), Sphingomyelin",sphmyln180241,c
docteteth_e,"Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)",docteteth,e
3uib_e,3-Ureidoisobutyrate,3uib,e
4aabutn_e,4 Acetamidobutanoate C6H10NO3,4aabutn,e
dodecanac_e,Dodecanedioic Acid,dodecanac,e
sphmyln1824_hs_c,"Sm (D18:0/24:0), Sphingomyelin",sphmyln1824,c
forglu_e,N-Formimidoyl-L-glutamate,forglu,e
4tmeabutn_e,4-Trimethylammoniobutanoate,4tmeabutn,e
sphmyln1825_hs_c,"Sm (D18:0/25:0), Sphingomyelin",sphmyln1825,c
56dthm_e,"5,6-Dihydrothymine",56dthm,e
HC00319_e,Malonate; propanedioate,HC00319,e
sphmyln18115_hs_c,"Sm (D18:1/15:0), Sphingomyelin",sphmyln18115,c
HC00900_e,Methylmalonate,HC00900,e
56dura_e,"5,6-dihydrouracil",56dura,e
5aop_e,5-Amino-4-oxopentanoate,5aop,e
hepdeceth_e,Heptadecanoyl Thanolamide (C17:0),hepdeceth,e
sphmyln181161_hs_c,"Sm (D18:1/16:1), Sphingomyelin",sphmyln181161,c
hexdeceeth_e,"Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)",hexdeceeth,e
5HPET_e,"5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate",5HPET,e
sphmyln18116_hs_c,"Sm (D18:1/16:0), Sphingomyelin",sphmyln18116,c
7dhchsterol_e,"Cholesta-5,7-dien-3beta-ol",7dhchsterol,e
hexdiac_e,Hexadecanediocacid,hexdiac,e
sphmyln18117_hs_c,"Sm (D18:1/17:0), Sphingomyelin",sphmyln18117,c
hgentis_e,Homogentisate C8H7O4,hgentis,e
abt__D_e,D-Arabitol,abt,e
sphmyln18118_hs_c,"Sm (D18:1/18:0), Sphingomyelin",sphmyln18118,c
abt__D_c,D-Arabitol,abt,c
hmcarn_e,Homocarnosine,hmcarn,e
acglu_c,N-Acetyl-L-glutamate,acglu,c
sphmyln181181_hs_c,"Sm (D18:1/18:1), Sphingomyelin",sphmyln181181,c
acglu_e,N-Acetyl-L-glutamate,acglu,e
hmcr_e,Homocitrulline,hmcr,e
hxcoa_e,Hexanoyl-CoA (n-C6:0CoA),hxcoa,e
sphmyln181201_hs_c,"Sm (D18:1/20:1), Sphingomyelin",sphmyln181201,c
leuktrB4wcooh_e,W-carboxy leukotriene B4,leuktrB4wcooh,e
acgly_m,Acetyl-Glycine,acgly,m
sphmyln18120_hs_c,"Sm (D18:1/20:0), Sphingomyelin",sphmyln18120,c
acgly_c,Acetyl-Glycine,acgly,c
leuktrB4woh_e,W-hydroxyl leukotriene B4,leuktrB4woh,e
acgly_e,Acetyl-Glycine,acgly,e
lineth_e,Linoleoyl Ethanolamide,lineth,e
xolest183_hs_l,"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",xolest183,l
Lpipecol_e,L-pipecolic acid; piperidine-2-carboxylic acid,Lpipecol,e
aclys_e,Acetyl-L-Lysine,aclys,e
xolest182_hs_l,"1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",xolest182,l
aclys_m,Acetyl-L-Lysine,aclys,m
lthstrl_e,5alpha-Cholest-7-en-3beta-ol,lthstrl,e
tmndnc_l,"Timnodonic acid C20:5, n-3",tmndnc,l
mev__R_e, R  Mevalonate C6H11O4,mev,e
acorn_e,N2-Acetyl-L-ornithine,acorn,e
xolest205_hs_l,"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",xolest205,l
acthr__L_m,Acetyl-Threonine ,acthr,m
acthr__L_c,Acetyl-Threonine ,acthr,c
acthr__L_e,Acetyl-Threonine ,acthr,e
mi1p__D_e,1D-myo-Inositol 1-phosphate,mi1p,e
Nacasp_e,N-Acetyl-L-aspartate,Nacasp,e
nwharg_e,N-(omega)-Hydroxyarginine,nwharg,e
crvnc_l,"Cervonic acid, C22:6 n-3",crvnc,l
oleth_e,Oleoyl Ethanolamide,oleth,e
adpac_e,"Adipic acid; hexane-1,6-dioic acid",adpac,e
adpoh_e,2-Hydroxyadipic Acid,adpoh,e
xolest226_hs_l,"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",xolest226,l
alltn_e,Allantoin,alltn,e
pcollg5hlys_e,Procollagen 5-hydroxy-L-lysine,pcollg5hlys,e
maglinl_hs_e,1-Linoleoylglycerol,maglinl,e
pendecaeth_e,Pentadecanoyl Thanolamide (C15:0),pendecaeth,e
magole_hs_e,1-Oleoylglycerol,magole,e
pmeth_e,Palmitoylethanolamide,pmeth,e
magpalm_hs_e,1-Palmitoylglycerol,magpalm,e
saccrp__L_e,L Saccharopine C11H19N2O6,saccrp,e
urcan_e,Urocanate C6H5N2O2,urcan,e
magste_hs_e,1-Stearoylglycerol,magste,e
xolest182_hs_e,"1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",xolest182,e
sebacid_e,Sebacicacid,sebacid,e
magarachi_hs_e,1-Arachidonoyl Glycerol,magarachi,e
sphmyln180241_hs_e,"Sm (D18:0/24:1), Sphingomyelin",sphmyln180241,e
galt_e,Galactitol,galt,e
pcholmyr_hs_c,1-Myristoylglycerophosphocholine,pcholmyr,c
glyc__R_e,(R)-Glycerate,glyc,e
sphmyln18114_hs_e,"Sm (D18:1/14:0), Sphingomyelin",sphmyln18114,e
pcholole_hs_c,1-Oleoylglycerophosphocholine (Delta 9),pcholole,c
sphmyln18115_hs_e,"Sm (D18:1/15:0), Sphingomyelin",sphmyln18115,e
sphmyln18116_hs_e,"Sm (D18:1/16:0), Sphingomyelin",sphmyln18116,e
glyc2p_e,Glycerol 2-phosphate,glyc2p,e
glyclt_e,Glycolate C2H3O3,glyclt,e
peole_hs_c,1-Oleoylglycerophosphoethanolamine (Delta 9),peole,c
3hpppn_e,3-(3-hydroxy-phenyl)propionate,3hpppn,e
sphmyln181161_hs_e,"Sm (D18:1/16:1), Sphingomyelin",sphmyln181161,e
pcholpalme_hs_c,1-Palmitoleoylglycerophosphocholine (Delta 9),pcholpalme,c
sphmyln18117_hs_e,"Sm (D18:1/17:0), Sphingomyelin",sphmyln18117,e
hxa_m,Hexanoate (n-C6:0),hxa,m
pcholpalm_hs_c,1-Palmitoylglycerophosphocholine,pcholpalm,c
sphmyln18118_hs_e,"Sm (D18:1/18:0), Sphingomyelin",sphmyln18118,e
pepalm_hs_c,1-Palmitoylglycerophosphoethanolamine,pepalm,c
sphmyln181181_hs_e,"Sm (D18:1/18:1), Sphingomyelin",sphmyln181181,e
hxa_x,Hexanoate (n-C6:0),hxa,x
pailpalm_hs_c,1-Palmitoylglycerophosphoinositol,pailpalm,c
ind3ac_e,Indole 3 acetate C10H8NO2,ind3ac,e
sphmyln18120_hs_e,"Sm (D18:1/20:0), Sphingomyelin",sphmyln18120,e
sphmyln181201_hs_e,"Sm (D18:1/20:1), Sphingomyelin",sphmyln181201,e
asplyshis_e,Aspartyl-Lysyl-Histidine,asplyshis,e
sphmyln18121_hs_e,"Sm (D18:1/21:0), Sphingomyelin",sphmyln18121,e
sphmyln18122_hs_e,"Sm (D18:1/22:0), Sphingomyelin",sphmyln18122,e
sphmyln181221_hs_e,"Sm (D18:1/22:1), Sphingomyelin",sphmyln181221,e
Lcyst_e,L-Cysteate,Lcyst,e
Lpipecol_c,L-pipecolic acid; piperidine-2-carboxylic acid,Lpipecol,c
oaa_e,Oxaloacetate,oaa,e
